S_NightAudit_ID,User_ID,IP_Address,Action,Dated,Browser_Used,ReportRun_ID
5671,25,112.202.254.45,Viewed Rate Check Report Output Details,2022-03-12 06:15:58.000,Chrome,2517
5672,25,112.202.254.45,Viewed PM PX Accounts Report Output Details,2022-03-12 06:16:02.000,Chrome,2518
5673,25,112.202.254.45,Viewed Out of Order Service Rooms Report Output Details,2022-03-12 06:16:11.000,Chrome,2519
5674,25,112.202.254.45,Viewed Room Reconciliation Before Roll Report Output Details,2022-03-12 06:16:29.000,Chrome,2520
5675,25,112.202.254.45,Viewed Ogone Deposit Posting Report Output Details,2022-03-12 06:16:40.000,Chrome,2521
5676,25,112.202.254.45,Viewed PM PX Accounts NA16 Report Report Output Details,2022-03-12 06:16:53.000,Chrome,2530
5677,25,112.202.254.45,Viewed Room Reconciliation After Roll Report Output Details,2022-03-12 06:16:57.000,Chrome,2531
5678,25,112.202.254.45,Viewed No Shows Report Output Details,2022-03-12 06:16:59.000,Chrome,2532
5679,25,112.202.254.45,Viewed FO Paid Out Report Output Details,2022-03-12 06:17:01.000,Chrome,2533
5680,25,112.202.254.45,Viewed Credit Limit Report Output Details,2022-03-12 06:17:05.000,Chrome,2534
5681,21,59.100.129.30,Viewed Rate Check Report Output Details,2022-03-13 01:37:29.000,Chrome,2538
5686,21,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-03-13 02:55:16.000,Chrome,2539
5688,21,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-03-13 02:55:53.000,Chrome,2536
5698,10,59.100.129.30,Viewed Rate Check Report Output Details,2022-03-13 04:13:22.000,Chrome,2551
5699,10,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-03-13 04:16:36.000,Chrome,2552
5701,10,59.100.129.30,Viewed Rate Check Report Output Details,2022-03-13 04:20:28.000,Chrome,2553
5721,25,112.202.254.45,Viewed Credit Limit Report Output Details,2022-03-13 07:08:01.000,Chrome,2558
5742,21,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-03-14 00:48:38.000,Chrome,2570
5743,21,59.100.129.30,Exported Room Reconciliation Before Roll Excel Output Report.,2022-03-14 00:48:43.000,Chrome,2570
5744,21,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-03-14 00:49:46.000,Chrome,2570
5745,21,59.100.129.30,Viewed Rate Check Report Output Details,2022-03-14 01:13:59.000,Chrome,2568
5754,10,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2022-03-14 02:43:39.000,Chrome,2578
5755,10,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-03-14 02:43:45.000,Chrome,2579
5758,10,59.100.129.30,Viewed Rate Check Report Output Details,2022-03-14 02:59:24.000,Chrome,2581
5760,21,59.100.129.30,Viewed No Shows Report Output Details,2022-03-14 03:55:27.000,Chrome,2585
5770,21,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2022-03-14 05:00:02.000,Chrome,2582
5785,25,112.202.254.45,Viewed CC Surcharge Report Output Details,2022-03-14 05:30:35.000,Chrome,2566
5786,25,112.202.254.45,Viewed Adjustment and Correction Report Output Details,2022-03-14 05:30:38.000,Chrome,2567
5787,25,112.202.254.45,Viewed Rate Check Report Output Details,2022-03-14 05:30:40.000,Chrome,2568
5788,25,112.202.254.45,Viewed PM PX Accounts Report Output Details,2022-03-14 05:30:43.000,Chrome,2569
5789,25,112.202.254.45,Viewed Out of Order Service Rooms Report Output Details,2022-03-14 05:30:46.000,Chrome,2572
5790,25,112.202.254.45,Viewed Room Reconciliation Before Roll Report Output Details,2022-03-14 05:30:52.000,Chrome,2570
5791,25,112.202.254.45,Viewed Ogone Deposit Posting Report Output Details,2022-03-14 05:30:56.000,Chrome,2571
5792,25,112.202.254.45,Viewed PM PX Accounts NA16 Report Report Output Details,2022-03-14 05:31:23.000,Chrome,2582
5793,25,112.202.254.45,Viewed Room Reconciliation After Roll Report Output Details,2022-03-14 05:31:26.000,Chrome,2586
5794,25,112.202.254.45,Viewed No Shows Report Output Details,2022-03-14 05:31:29.000,Chrome,2585
5795,25,112.202.254.45,Viewed FO Paid Out Report Output Details,2022-03-14 05:31:32.000,Chrome,2584
5796,25,112.202.254.45,Viewed Credit Limit Report Output Details,2022-03-14 05:31:36.000,Chrome,2583
5807,21,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-03-15 01:17:27.000,Chrome,2602
5811,21,59.100.129.30,Viewed Rate Check Report Output Details,2022-03-15 01:19:22.000,Chrome,2598
5682,21,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-03-13 02:47:20.000,Chrome,2541
5684,21,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-03-13 02:54:59.000,Chrome,2541
5693,10,59.100.129.30,Viewed Rate Check Report Output Details,2022-03-13 03:49:04.000,Chrome,2545
5694,10,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-03-13 04:09:25.000,Chrome,2544
5707,10,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-03-13 05:45:41.000,Chrome,2552
5716,25,112.202.254.45,Viewed Room Reconciliation Before Roll Report Output Details,2022-03-13 07:06:36.000,Chrome,2548
5717,25,112.202.254.45,Viewed PM PX Accounts NA16 Report Report Output Details,2022-03-13 07:07:33.000,Chrome,2554
5768,10,59.100.129.30,Viewed FO Paid Out Report Output Details,2022-03-14 04:44:16.000,Chrome,2590
5812,21,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-03-15 01:30:17.000,Chrome,2597
5814,10,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-03-15 01:33:56.000,Chrome,2603
5815,10,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-03-15 01:34:16.000,Chrome,2604
5819,10,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2022-03-15 01:42:41.000,Chrome,2608
5820,10,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-03-15 01:42:59.000,Chrome,2609
5821,10,59.100.129.30,Viewed Rate Check Report Output Details,2022-03-15 01:45:55.000,Chrome,2610
5822,10,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-03-15 01:46:10.000,Chrome,2604
5827,10,59.100.129.30,Viewed Room Reconciliation After Roll Report Output Details,2022-03-15 02:33:10.000,Chrome,2613
5829,10,59.100.129.30,Viewed Credit Limit Report Output Details,2022-03-15 02:33:49.000,Chrome,2615
5832,21,59.100.129.30,Viewed Credit Limit Report Output Details,2022-03-15 03:16:04.000,Chrome,2620
5833,21,59.100.129.30,Viewed FO Paid Out Report Output Details,2022-03-15 03:34:17.000,Chrome,2618
5834,21,59.100.129.30,Viewed No Shows Report Output Details,2022-03-15 03:34:25.000,Chrome,2617
5835,10,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-03-15 03:34:55.000,Chrome,2605
5836,10,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-03-15 03:36:45.000,Chrome,2603
5837,21,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2022-03-15 04:08:49.000,Chrome,2619
5840,25,119.93.43.74,Viewed CC Surcharge Report Output Details,2022-03-15 07:14:24.000,Chrome,2596
5841,25,119.93.43.74,Viewed Adjustment and Correction Report Output Details,2022-03-15 07:14:26.000,Chrome,2597
5842,25,119.93.43.74,Viewed Rate Check Report Output Details,2022-03-15 07:14:29.000,Chrome,2598
5843,25,119.93.43.74,Viewed PM PX Accounts Report Output Details,2022-03-15 07:14:31.000,Chrome,2599
5844,25,119.93.43.74,Viewed Out of Order Service Rooms Report Output Details,2022-03-15 07:14:36.000,Chrome,2600
5845,25,119.93.43.74,Viewed Room Reconciliation Before Roll Report Output Details,2022-03-15 07:14:58.000,Chrome,2602
5846,25,119.93.43.74,Viewed Ogone Deposit Posting Report Output Details,2022-03-15 07:15:01.000,Chrome,2601
5847,25,119.93.43.74,Viewed PM PX Accounts NA16 Report Report Output Details,2022-03-15 07:15:13.000,Chrome,2619
5848,25,119.93.43.74,Viewed Room Reconciliation After Roll Report Output Details,2022-03-15 07:15:17.000,Chrome,2616
5849,25,119.93.43.74,Viewed No Shows Report Output Details,2022-03-15 07:15:30.000,Chrome,2617
5850,25,119.93.43.74,Viewed FO Paid Out Report Output Details,2022-03-15 07:15:32.000,Chrome,2618
5851,25,119.93.43.74,Viewed Credit Limit Report Output Details,2022-03-15 07:15:36.000,Chrome,2620
5852,25,119.93.43.74,Viewed CC Surcharge Report Output Details,2022-03-15 07:16:02.000,Chrome,2596
5853,25,119.93.43.74,Viewed CC Surcharge Report Output Details,2022-03-15 07:30:49.000,Chrome,2603
5854,25,119.93.43.74,Viewed Adjustment and Correction Report Output Details,2022-03-15 07:30:52.000,Chrome,2604
5855,25,119.93.43.74,Viewed PM PX Accounts Report Output Details,2022-03-15 07:30:55.000,Chrome,2605
5856,25,119.93.43.74,Viewed Rate Check Report Output Details,2022-03-15 07:30:58.000,Chrome,2610
5857,25,119.93.43.74,Viewed Out of Order Service Rooms Report Output Details,2022-03-15 07:31:01.000,Chrome,2606
5858,25,119.93.43.74,Viewed Ogone Deposit Posting Report Output Details,2022-03-15 07:31:05.000,Chrome,2608
7014,25,119.93.43.74,Viewed CC Surcharge Report Output Details,2022-04-05 04:40:03.000,Chrome,3202
7015,25,119.93.43.74,Viewed Adjustment and Correction Report Output Details,2022-04-05 04:40:09.000,Chrome,3203
7016,25,119.93.43.74,Viewed PM PX Accounts Report Output Details,2022-04-05 04:40:19.000,Chrome,3204
7017,25,119.93.43.74,Viewed Rate Check Report Output Details,2022-04-05 04:40:55.000,Chrome,3209
7018,25,119.93.43.74,Viewed Out of Order Service Rooms Report Output Details,2022-04-05 04:41:00.000,Chrome,3206
7019,25,119.93.43.74,Viewed Ogone Deposit Posting Report Output Details,2022-04-05 04:41:13.000,Chrome,3207
7020,25,119.93.43.74,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-05 04:41:29.000,Chrome,3208
7052,1,120.29.77.51,Viewed CC Surcharge Report Output Details,2022-04-05 08:08:41.000,Chrome,3195
7053,5,120.29.77.51,Viewed CC Surcharge Report Output Details,2022-04-05 18:19:13.000,Chrome,3202
7054,21,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-04-06 01:03:09.000,Chrome,3224
7063,5,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-04-06 03:06:52.000,Chrome,3231
7064,5,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-04-06 03:06:53.000,Chrome,3232
7065,5,59.100.129.30,Viewed Rate Check Report Output Details,2022-04-06 03:06:55.000,Chrome,3233
7074,21,59.100.129.30,Viewed Credit Limit Report Output Details,2022-04-06 04:53:12.000,Chrome,3249
7080,21,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2022-04-06 06:18:34.000,Chrome,2458
7081,21,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2022-04-06 06:33:32.000,Chrome,2176
7082,4,110.93.82.151,Viewed CC Surcharge Report Output Details,2022-04-06 06:50:14.000,Chrome,3223
7083,4,110.93.82.151,Viewed Adjustment and Correction Report Output Details,2022-04-06 06:50:15.000,Chrome,3224
7084,4,110.93.82.151,Viewed Rate Check Report Output Details,2022-04-06 06:50:16.000,Chrome,3225
7085,4,110.93.82.151,Viewed PM PX Accounts Report Output Details,2022-04-06 06:50:19.000,Chrome,3226
7086,4,110.93.82.151,Viewed Out of Order Service Rooms Report Output Details,2022-04-06 06:50:20.000,Chrome,3227
7087,4,110.93.82.151,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-06 06:50:22.000,Chrome,3228
7088,4,110.93.82.151,Viewed Ogone Deposit Posting Report Output Details,2022-04-06 06:50:24.000,Chrome,3229
7089,4,110.93.82.151,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-06 06:50:25.000,Chrome,3240
7090,4,110.93.82.151,Viewed Room Reconciliation After Roll Report Output Details,2022-04-06 06:50:29.000,Chrome,3237
7091,4,110.93.82.151,Viewed No Shows Report Output Details,2022-04-06 06:50:30.000,Chrome,3238
7092,4,110.93.82.151,Viewed FO Paid Out Report Output Details,2022-04-06 06:50:30.000,Chrome,3239
7093,4,110.93.82.151,Viewed Credit Limit Report Output Details,2022-04-06 06:50:32.000,Chrome,3249
7094,21,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2022-04-06 06:56:48.000,Chrome,2097
7107,16,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-04-06 07:43:04.000,Chrome,3079
7108,16,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-04-06 07:44:14.000,Chrome,3119
7109,16,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-04-06 07:45:25.000,Chrome,3148
7110,16,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-04-06 07:46:22.000,Chrome,3169
7111,16,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-04-06 07:48:43.000,Chrome,3195
7112,16,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-04-06 07:49:32.000,Chrome,3223
7114,21,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-04-07 01:04:20.000,Chrome,3262
7121,21,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2022-04-07 01:16:52.000,Chrome,3267
7122,21,59.100.129.30,Viewed Rate Check Report Output Details,2022-04-07 01:17:21.000,Chrome,3263
7126,5,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2022-04-07 01:31:22.000,Chrome,3259
7127,5,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-07 01:31:24.000,Chrome,3260
7131,5,59.100.129.30,Viewed FO Paid Out Report Output Details,2022-04-07 05:28:53.000,Chrome,3278
7132,5,59.100.129.30,Viewed Credit Limit Report Output Details,2022-04-07 05:28:56.000,Chrome,3279
7029,4,110.93.82.151,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-05 07:40:35.000,Chrome,3186
7030,25,119.93.43.74,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-05 07:40:48.000,Chrome,3186
7031,4,110.93.82.151,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-05 07:46:14.000,Chrome,3219
7033,4,110.93.82.151,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-05 07:46:32.000,Chrome,3219
7034,4,110.93.82.151,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-05 07:47:02.000,Chrome,3219
7075,4,110.93.82.151,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-06 05:14:00.000,Chrome,3240
7097,4,110.93.82.151,Viewed PM PX Accounts Report Output Details,2022-04-06 07:01:27.000,Chrome,3243
7098,4,110.93.82.151,Viewed Rate Check Report Output Details,2022-04-06 07:01:29.000,Chrome,3242
7099,4,110.93.82.151,Viewed Out of Order Service Rooms Report Output Details,2022-04-06 07:01:31.000,Chrome,3234
7100,4,110.93.82.151,Viewed Ogone Deposit Posting Report Output Details,2022-04-06 07:01:33.000,Chrome,3235
7101,4,110.93.82.151,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-06 07:01:35.000,Chrome,3236
7102,4,110.93.82.151,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-06 07:01:45.000,Chrome,3244
7103,4,110.93.82.151,Viewed FO Paid Out Report Output Details,2022-04-06 07:01:45.000,Chrome,3247
7104,4,110.93.82.151,Viewed No Shows Report Output Details,2022-04-06 07:01:47.000,Chrome,3245
7105,4,110.93.82.151,Viewed Room Reconciliation After Roll Report Output Details,2022-04-06 07:01:47.000,Chrome,3246
7106,4,110.93.82.151,Viewed Credit Limit Report Output Details,2022-04-06 07:01:48.000,Chrome,3248
7116,21,59.100.129.30,Exported Room Reconciliation Before Roll Excel Output Report.,2022-04-07 01:14:51.000,Chrome,3266
7117,21,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-07 01:15:40.000,Chrome,3266
7118,21,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2022-04-07 01:15:51.000,Chrome,3265
7119,21,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-04-07 01:15:58.000,Chrome,3261
7120,21,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-04-07 01:16:27.000,Chrome,3264
7128,5,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-04-07 01:31:36.000,Chrome,3256
7133,5,59.100.129.30,Viewed Room Reconciliation After Roll Report Output Details,2022-04-07 05:28:58.000,Chrome,3277
7134,5,59.100.129.30,Viewed No Shows Report Output Details,2022-04-07 05:29:00.000,Chrome,3276
7147,4,110.93.82.151,Viewed CC Surcharge Report Output Details,2022-04-07 06:48:50.000,Chrome,3261
7148,4,110.93.82.151,Viewed Adjustment and Correction Report Output Details,2022-04-07 06:48:53.000,Chrome,3262
7149,4,110.93.82.151,Viewed Rate Check Report Output Details,2022-04-07 06:48:54.000,Chrome,3263
7150,4,110.93.82.151,Viewed PM PX Accounts Report Output Details,2022-04-07 06:48:57.000,Chrome,3264
7151,4,110.93.82.151,Viewed Out of Order Service Rooms Report Output Details,2022-04-07 06:48:59.000,Chrome,3265
7152,4,110.93.82.151,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-07 06:49:01.000,Chrome,3266
7153,4,110.93.82.151,Viewed Ogone Deposit Posting Report Output Details,2022-04-07 06:49:03.000,Chrome,3267
7154,4,110.93.82.151,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-07 06:49:06.000,Chrome,3272
7155,4,110.93.82.151,Viewed Room Reconciliation After Roll Report Output Details,2022-04-07 06:49:08.000,Chrome,3268
7156,4,110.93.82.151,Viewed No Shows Report Output Details,2022-04-07 06:49:08.000,Chrome,3269
7157,4,110.93.82.151,Viewed FO Paid Out Report Output Details,2022-04-07 06:49:10.000,Chrome,3270
7158,4,110.93.82.151,Viewed Credit Limit Report Output Details,2022-04-07 06:49:12.000,Chrome,3271
7159,21,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-04-08 00:47:53.000,Chrome,3289
7162,21,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-04-08 02:12:30.000,Chrome,3291
7163,21,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2022-04-08 02:12:52.000,Chrome,3292
7164,21,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-08 02:14:35.000,Chrome,3293
7165,21,59.100.129.30,Exported Room Reconciliation Before Roll Excel Output Report.,2022-04-08 02:14:46.000,Chrome,3293
7438,21,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2022-04-12 01:07:58.000,Chrome,3434
7445,10,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2022-04-12 01:31:22.000,Chrome,3427
7447,10,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-12 01:32:16.000,Chrome,3429
7484,25,112.202.244.204,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-12 07:06:49.000,Chrome,3450
7485,25,112.202.244.204,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-12 07:07:26.000,Chrome,3450
7488,21,59.100.129.30,Exported Room Reconciliation Before Roll Excel Output Report.,2022-04-13 01:29:58.000,Chrome,3468
7490,21,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-04-13 01:32:11.000,Chrome,3463
7491,21,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-04-13 01:32:19.000,Chrome,3466
7495,10,59.100.129.30,Viewed Rate Check Report Output Details,2022-04-13 02:23:01.000,Chrome,3470
7496,10,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-04-13 02:32:42.000,Chrome,3472
7498,10,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-04-13 02:34:07.000,Chrome,3471
7499,10,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-04-13 02:34:38.000,Chrome,3476
7500,10,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2022-04-13 02:35:15.000,Chrome,3475
7501,10,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2022-04-13 02:35:24.000,Chrome,3473
7502,10,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-13 02:35:29.000,Chrome,3474
7543,4,110.93.80.166,Viewed No Shows Report Output Details,2022-04-13 07:06:11.000,Chrome,3481
7544,4,110.93.80.166,Viewed Room Reconciliation After Roll Report Output Details,2022-04-13 07:06:12.000,Chrome,3480
7545,4,110.93.80.166,Viewed FO Paid Out Report Output Details,2022-04-13 07:06:14.000,Chrome,3479
7546,4,110.93.80.166,Viewed Credit Limit Report Output Details,2022-04-13 07:06:15.000,Chrome,3488
7553,5,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-04-14 02:51:03.000,Chrome,3508
7557,5,59.100.129.30,Viewed Room Reconciliation After Roll Report Output Details,2022-04-14 04:45:48.000,Chrome,3521
7558,5,59.100.129.30,Viewed FO Paid Out Report Output Details,2022-04-14 04:45:50.000,Chrome,3522
7562,4,110.93.80.166,Viewed CC Surcharge Report Output Details,2022-04-14 06:21:53.000,Chrome,3506
7563,4,110.93.80.166,Viewed Adjustment and Correction Report Output Details,2022-04-14 06:21:53.000,Chrome,3507
7564,4,110.93.80.166,Viewed PM PX Accounts Report Output Details,2022-04-14 06:21:56.000,Chrome,3508
7565,4,110.93.80.166,Viewed Rate Check Report Output Details,2022-04-14 06:21:57.000,Chrome,3513
7566,4,110.93.80.166,Viewed Out of Order Service Rooms Report Output Details,2022-04-14 06:21:59.000,Chrome,3509
7567,4,110.93.80.166,Viewed Ogone Deposit Posting Report Output Details,2022-04-14 06:22:01.000,Chrome,3511
7568,4,110.93.80.166,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-14 06:22:02.000,Chrome,3512
7569,4,110.93.80.166,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-14 06:22:15.000,Chrome,3519
7570,4,110.93.80.166,Viewed FO Paid Out Report Output Details,2022-04-14 06:22:15.000,Chrome,3522
7571,4,110.93.80.166,Viewed Credit Limit Report Output Details,2022-04-14 06:22:15.000,Chrome,3523
7572,4,110.93.80.166,Viewed Room Reconciliation After Roll Report Output Details,2022-04-14 06:22:17.000,Chrome,3521
7573,4,110.93.80.166,Viewed No Shows Report Output Details,2022-04-14 06:22:17.000,Chrome,3520
7581,4,110.93.80.166,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-14 06:34:03.000,Chrome,3518
7582,4,110.93.80.166,Viewed Room Reconciliation After Roll Report Output Details,2022-04-14 06:34:06.000,Chrome,3517
7583,4,110.93.80.166,Viewed No Shows Report Output Details,2022-04-14 06:34:08.000,Chrome,3516
7584,4,110.93.80.166,Viewed FO Paid Out Report Output Details,2022-04-14 06:34:09.000,Chrome,3515
7585,4,110.93.80.166,Viewed Credit Limit Report Output Details,2022-04-14 06:34:11.000,Chrome,3514
7586,22,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-15 01:35:58.000,Chrome,3537
7589,22,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2022-04-15 01:52:40.000,Chrome,3542
7521,4,110.93.80.166,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-13 06:06:46.000,Chrome,3487
7547,22,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2022-04-14 00:43:09.000,Chrome,3500
7548,22,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-14 00:50:16.000,Chrome,3501
7550,22,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-14 00:51:13.000,Chrome,3501
7552,22,59.100.129.30,Viewed Rate Check Report Output Details,2022-04-14 01:39:39.000,Chrome,3504
7555,5,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-04-14 03:02:53.000,Chrome,3507
7556,5,59.100.129.30,Viewed No Shows Report Output Details,2022-04-14 04:45:46.000,Chrome,3520
7591,22,59.100.129.30,Viewed Rate Check Report Output Details,2022-04-15 02:08:54.000,Chrome,3538
7592,5,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-15 03:30:28.000,Chrome,3549
7594,5,59.100.129.30,Viewed Rate Check Report Output Details,2022-04-15 03:30:41.000,Chrome,3546
7596,5,59.100.129.30,Viewed Credit Limit Report Output Details,2022-04-15 05:02:58.000,Chrome,3561
7600,22,59.100.129.30,Viewed Credit Limit Report Output Details,2022-04-15 05:53:59.000,Chrome,3556
7614,4,110.93.80.166,Viewed CC Surcharge Report Output Details,2022-04-15 06:37:15.000,Chrome,3540
7615,4,110.93.80.166,Viewed Adjustment and Correction Report Output Details,2022-04-15 06:37:17.000,Chrome,3541
7616,4,110.93.80.166,Viewed Rate Check Report Output Details,2022-04-15 06:37:18.000,Chrome,3538
7617,4,110.93.80.166,Viewed PM PX Accounts Report Output Details,2022-04-15 06:37:20.000,Chrome,3539
7618,4,110.93.80.166,Viewed Out of Order Service Rooms Report Output Details,2022-04-15 06:37:21.000,Chrome,3542
7619,4,110.93.80.166,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-15 06:37:24.000,Chrome,3537
7620,4,110.93.80.166,Viewed Ogone Deposit Posting Report Output Details,2022-04-15 06:37:27.000,Chrome,3536
7621,4,110.93.80.166,Viewed PM PX Accounts NA16 Report Report Output Details,2022-04-15 06:37:53.000,Chrome,3555
7622,4,110.93.80.166,Viewed No Shows Report Output Details,2022-04-15 06:37:53.000,Chrome,3562
7623,4,110.93.80.166,Viewed Room Reconciliation After Roll Report Output Details,2022-04-15 06:37:57.000,Chrome,3554
7624,4,110.93.80.166,Viewed FO Paid Out Report Output Details,2022-04-15 06:37:57.000,Chrome,3553
7625,4,110.93.80.166,Viewed Credit Limit Report Output Details,2022-04-15 06:37:58.000,Chrome,3556
7626,22,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-16 02:09:00.000,Chrome,3575
7627,22,59.100.129.30,Exported Room Reconciliation Before Roll Excel Output Report.,2022-04-16 02:09:05.000,Chrome,3575
7628,22,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-16 02:13:43.000,Chrome,3575
7630,5,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-04-16 04:15:46.000,Chrome,3594
7631,5,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-04-16 04:15:58.000,Chrome,3595
7632,5,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2022-04-16 04:15:59.000,Chrome,3585
7633,5,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2022-04-16 04:16:01.000,Chrome,3586
7635,5,59.100.129.30,Viewed Credit Limit Report Output Details,2022-04-16 06:02:50.000,Chrome,3600
7636,5,59.100.129.30,Viewed FO Paid Out Report Output Details,2022-04-16 06:02:51.000,Chrome,3599
7637,5,59.100.129.30,Viewed No Shows Report Output Details,2022-04-16 06:02:53.000,Chrome,3598
7639,25,112.202.244.204,Viewed CC Surcharge Report Output Details,2022-04-16 06:26:08.000,Chrome,3596
7640,25,112.202.244.204,Viewed Adjustment and Correction Report Output Details,2022-04-16 06:26:12.000,Chrome,3594
7641,25,112.202.244.204,Viewed PM PX Accounts Report Output Details,2022-04-16 06:26:16.000,Chrome,3595
7643,25,112.202.244.204,Viewed Out of Order Service Rooms Report Output Details,2022-04-16 06:26:58.000,Chrome,3585
7644,25,112.202.244.204,Viewed Ogone Deposit Posting Report Output Details,2022-04-16 06:27:04.000,Chrome,3586
7665,22,59.100.129.30,Exported Room Reconciliation Before Roll Excel Output Report.,2022-04-17 02:40:58.000,Chrome,3618
7666,22,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2022-04-17 02:41:39.000,Chrome,3618
7531,4,110.93.80.166,Viewed No Shows Report Output Details,2022-04-13 06:59:16.000,Chrome,3484
