S_NightAudit_ID,User_ID,IP_Address,Action,Dated,Browser_Used,ReportRun_ID
1,3,180.191.65.36,Viewed Credit Limit Report Output Details,2021-12-09 03:05:54.000,Chrome,18
2,3,180.191.65.36,Viewed FO Paid Out Report Output Details,2021-12-09 03:06:04.000,Chrome,17
3,3,180.191.65.36,Viewed Adjustment and Correction Report Output Details,2021-12-09 03:06:21.000,Chrome,9
4,3,180.191.65.36,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-09 03:06:37.000,Chrome,14
6,5,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-10 01:59:34.000,Chrome,20
8,5,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2021-12-10 01:59:51.000,Chrome,23
10,3,180.191.65.36,Viewed Rate Check Report Output Details,2021-12-10 04:37:06.000,Chrome,22
12,3,180.191.65.36,Viewed Rate Check Report Output Details,2021-12-10 05:27:43.000,Chrome,22
13,3,180.191.65.36,Viewed Ogone Deposit Posting Report Output Details,2021-12-10 05:28:07.000,Chrome,24
17,5,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-11 02:47:29.000,Chrome,35
20,5,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-11 02:49:49.000,Chrome,35
21,13,112.204.162.118,Viewed CC Surcharge Report Output Details,2021-12-11 03:42:36.000,Chrome,38
23,5,59.100.129.30,Viewed No Shows Report Output Details,2021-12-11 05:02:31.000,Chrome,40
28,5,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-12 03:10:53.000,Chrome,47
29,5,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-12 03:20:21.000,Chrome,51
30,10,59.100.129.30,Viewed CC Surcharge Report Output Details,2021-12-13 02:51:26.000,Chrome,57
31,10,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-13 02:53:11.000,Chrome,58
32,10,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-13 02:56:06.000,Chrome,58
38,10,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-13 03:10:16.000,Chrome,63
39,10,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-13 03:13:06.000,Chrome,64
41,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 04:32:48.000,Chrome,66
42,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 04:59:00.000,Chrome,66
45,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 05:01:47.000,Chrome,66
46,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 05:04:24.000,Chrome,66
51,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 05:12:08.000,Chrome,66
52,10,59.100.129.30,Viewed No Shows Report Output Details,2021-12-13 05:13:11.000,Chrome,67
55,10,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-13 05:14:42.000,Chrome,70
59,14,112.200.198.1,Viewed CC Surcharge Report Output Details,2021-12-13 13:58:01.000,Chrome,71
60,14,112.200.198.1,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 14:41:28.000,Chrome,78
61,14,112.200.198.1,Viewed Room Reconciliation After Roll Report Output Details,2021-12-13 14:42:44.000,Chrome,79
62,14,112.200.198.1,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-13 15:02:09.000,Chrome,83
63,14,112.200.198.1,Viewed CC Surcharge Report Output Details,2021-12-13 15:06:29.000,Chrome,71
65,10,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-14 02:25:49.000,Chrome,92
66,10,59.100.129.30,Viewed PM PX Accounts Report Output Details,2021-12-14 02:33:46.000,Chrome,93
76,10,59.100.129.30,Viewed FO Paid Out Report Output Details,2021-12-14 04:28:51.000,Chrome,102
79,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-14 04:57:23.000,Chrome,109
82,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-14 05:08:48.000,Chrome,109
84,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-14 05:10:36.000,Chrome,109
85,10,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-14 05:11:03.000,Chrome,96
86,13,112.204.162.118,Viewed CC Surcharge Report Output Details,2021-12-14 05:13:45.000,Chrome,57
89,13,112.204.162.118,Viewed Rate Check Report Output Details,2021-12-14 05:22:28.000,Chrome,65
90,13,112.204.162.118,Viewed Out of Order Service Rooms Report Output Details,2021-12-14 05:22:33.000,Chrome,61
5,4,110.93.83.90,Viewed CC Surcharge Report Output Details,2021-12-10 01:42:20.000,Chrome,19
7,5,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-10 01:59:48.000,Chrome,22
9,3,180.191.65.36,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-10 03:48:49.000,Chrome,27
11,3,180.191.65.36,Viewed Rate Check Report Output Details,2021-12-10 04:52:55.000,Chrome,22
14,3,180.191.65.36,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-10 05:28:14.000,Chrome,25
15,3,180.191.65.36,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-10 05:28:23.000,Chrome,27
16,5,59.100.129.30,Viewed No Shows Report Output Details,2021-12-10 05:36:34.000,Chrome,28
18,5,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-11 02:47:39.000,Chrome,33
19,5,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-11 02:47:45.000,Chrome,37
22,13,112.204.162.118,Viewed Ogone Deposit Posting Report Output Details,2021-12-11 03:42:45.000,Chrome,33
24,5,59.100.129.30,Viewed FO Paid Out Report Output Details,2021-12-11 05:02:34.000,Chrome,42
25,5,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-11 05:02:36.000,Chrome,43
26,5,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-11 05:04:19.000,Chrome,43
27,4,110.93.83.90,Viewed Rate Check Report Output Details,2021-12-11 07:49:36.000,Chrome,35
33,10,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-13 02:56:33.000,Chrome,58
34,10,59.100.129.30,Viewed PM PX Accounts Report Output Details,2021-12-13 02:57:44.000,Chrome,59
35,10,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-13 03:00:17.000,Chrome,60
36,10,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2021-12-13 03:02:42.000,Chrome,61
37,10,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-13 03:07:36.000,Chrome,62
40,10,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-13 03:17:11.000,Chrome,65
43,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 04:59:50.000,Chrome,66
44,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 05:00:25.000,Chrome,66
47,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 05:06:20.000,Chrome,66
48,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 05:07:28.000,Chrome,66
49,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 05:07:36.000,Chrome,66
50,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 05:08:11.000,Chrome,66
53,10,59.100.129.30,Viewed Room Reconciliation After Roll Report Output Details,2021-12-13 05:13:38.000,Chrome,68
54,10,59.100.129.30,Viewed FO Paid Out Report Output Details,2021-12-13 05:14:22.000,Chrome,69
56,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 05:32:32.000,Chrome,66
57,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 05:36:53.000,Chrome,66
58,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-13 06:38:38.000,Chrome,66
64,10,59.100.129.30,Viewed CC Surcharge Report Output Details,2021-12-14 02:25:07.000,Chrome,91
67,10,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-14 02:35:00.000,Chrome,94
68,10,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2021-12-14 02:37:43.000,Chrome,95
69,10,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-14 02:38:17.000,Chrome,96
70,10,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-14 02:38:32.000,Chrome,97
71,10,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-14 02:40:36.000,Chrome,98
72,10,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-14 03:35:49.000,Chrome,92
73,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-14 04:13:18.000,Chrome,99
74,10,59.100.129.30,Viewed No Shows Report Output Details,2021-12-14 04:27:53.000,Chrome,100
75,10,59.100.129.30,Viewed Room Reconciliation After Roll Report Output Details,2021-12-14 04:28:02.000,Chrome,101
77,10,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-14 04:28:57.000,Chrome,103
78,3,180.191.65.36,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-14 04:54:52.000,Chrome,104
80,3,180.191.65.36,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-14 04:58:19.000,Chrome,109
81,10,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-14 05:06:51.000,Chrome,109
83,10,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-14 05:10:19.000,Chrome,98
87,13,112.204.162.118,Viewed Adjustment and Correction Report Output Details,2021-12-14 05:13:57.000,Chrome,58
88,13,112.204.162.118,Viewed PM PX Accounts Report Output Details,2021-12-14 05:14:00.000,Chrome,59
91,13,112.204.162.118,Viewed Ogone Deposit Posting Report Output Details,2021-12-14 05:22:42.000,Chrome,62
92,13,112.204.162.118,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-14 05:22:45.000,Chrome,63
93,13,112.204.162.118,Viewed Rate Check Report Output Details,2021-12-14 05:24:50.000,Chrome,64
94,13,112.204.162.118,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-14 05:57:50.000,Chrome,109
95,13,112.204.162.118,Viewed No Shows Report Output Details,2021-12-14 05:57:53.000,Chrome,100
96,13,112.204.162.118,Viewed Room Reconciliation After Roll Report Output Details,2021-12-14 05:57:55.000,Chrome,101
97,13,112.204.162.118,Viewed FO Paid Out Report Output Details,2021-12-14 05:57:58.000,Chrome,102
98,13,112.204.162.118,Viewed Credit Limit Report Output Details,2021-12-14 05:58:01.000,Chrome,103
99,3,180.191.65.36,Viewed Room Reconciliation After Roll Report Output Details,2021-12-14 16:40:29.000,Chrome,101
100,3,180.191.65.36,Viewed Ogone Deposit Posting Report Output Details,2021-12-14 16:42:40.000,Chrome,96
101,3,180.191.65.36,Viewed CC Surcharge Report Output Details,2021-12-14 17:03:48.000,Chrome,91
102,3,180.191.65.36,Viewed CC Surcharge Report Output Details,2021-12-14 22:59:49.000,Chrome,91
110,13,112.204.162.118,Viewed Adjustment and Correction Report Output Details,2021-12-15 01:31:00.000,Chrome,117
121,21,59.100.129.30,Viewed PM PX Accounts Report Output Details,2021-12-15 04:37:35.000,Chrome,113
124,21,59.100.129.30,Viewed No Shows Report Output Details,2021-12-15 05:05:40.000,Chrome,135
126,13,112.204.162.118,Viewed CC Surcharge Report Output Details,2021-12-15 06:53:19.000,Chrome,127
127,13,112.204.162.118,Viewed Adjustment and Correction Report Output Details,2021-12-15 06:53:24.000,Chrome,119
128,13,112.204.162.118,Viewed PM PX Accounts Report Output Details,2021-12-15 06:53:27.000,Chrome,120
129,13,112.204.162.118,Viewed Rate Check Report Output Details,2021-12-15 06:53:29.000,Chrome,121
130,13,112.204.162.118,Viewed Out of Order Service Rooms Report Output Details,2021-12-15 06:53:31.000,Chrome,126
131,13,112.204.162.118,Viewed Ogone Deposit Posting Report Output Details,2021-12-15 06:53:35.000,Chrome,123
132,13,112.204.162.118,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-15 06:53:38.000,Chrome,124
133,13,112.204.162.118,Viewed CC Surcharge Report Output Details,2021-12-15 06:58:14.000,Chrome,127
134,13,112.204.162.118,Viewed Adjustment and Correction Report Output Details,2021-12-15 06:58:17.000,Chrome,119
135,13,112.204.162.118,Viewed PM PX Accounts Report Output Details,2021-12-15 06:58:19.000,Chrome,120
136,13,112.204.162.118,Viewed Rate Check Report Output Details,2021-12-15 06:58:21.000,Chrome,121
137,13,112.204.162.118,Viewed Out of Order Service Rooms Report Output Details,2021-12-15 06:58:25.000,Chrome,126
138,13,112.204.162.118,Viewed Ogone Deposit Posting Report Output Details,2021-12-15 07:05:23.000,Chrome,123
139,13,112.204.162.118,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-15 07:05:26.000,Chrome,124
140,13,112.204.162.118,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-15 07:08:25.000,Chrome,128
141,13,112.204.162.118,Viewed No Shows Report Output Details,2021-12-15 07:08:26.000,Chrome,129
142,13,112.204.162.118,Viewed Room Reconciliation After Roll Report Output Details,2021-12-15 07:08:27.000,Chrome,130
143,13,112.204.162.118,Viewed FO Paid Out Report Output Details,2021-12-15 07:08:29.000,Chrome,131
144,13,112.204.162.118,Viewed Credit Limit Report Output Details,2021-12-15 07:08:31.000,Chrome,132
103,3,180.191.65.36,Viewed Adjustment and Correction Report Output Details,2021-12-14 23:01:35.000,Chrome,92
106,21,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-15 01:21:12.000,Chrome,117
108,21,59.100.129.30,Viewed PM PX Accounts Report Output Details,2021-12-15 01:24:21.000,Chrome,113
112,3,180.191.65.36,Viewed CC Surcharge Report Output Details,2021-12-15 02:28:55.000,Chrome,91
114,5,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-15 02:34:17.000,Chrome,121
115,5,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-15 04:20:06.000,Chrome,132
117,21,59.100.129.30,Viewed No Shows Report Output Details,2021-12-15 04:27:52.000,Chrome,135
118,21,59.100.129.30,Viewed No Shows Report Output Details,2021-12-15 04:30:29.000,Chrome,135
123,21,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-15 04:39:14.000,Chrome,133
125,21,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-15 05:23:41.000,Chrome,133
159,21,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-16 01:09:57.000,Chrome,146
165,5,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-16 01:13:01.000,Chrome,143
169,21,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-16 01:16:11.000,Chrome,151
170,5,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-16 01:22:25.000,Chrome,144
171,21,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-16 01:22:27.000,Chrome,150
174,5,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-16 02:41:42.000,Chrome,156
175,4,110.93.80.163,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-16 04:23:47.000,Chrome,157
176,21,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-16 04:34:59.000,Chrome,157
177,21,59.100.129.30,Viewed Room Reconciliation After Roll Report Output Details,2021-12-16 04:38:04.000,Chrome,158
178,21,59.100.129.30,Viewed No Shows Report Output Details,2021-12-16 04:38:12.000,Chrome,159
179,21,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-16 04:38:43.000,Chrome,161
180,21,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-16 04:57:23.000,Chrome,161
181,21,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-16 05:05:09.000,Chrome,161
182,4,110.93.80.163,Viewed CC Surcharge Report Output Details,2021-12-16 05:18:13.000,Chrome,138
183,4,110.93.80.163,Viewed Adjustment and Correction Report Output Details,2021-12-16 05:18:16.000,Chrome,139
184,4,110.93.80.163,Viewed PM PX Accounts Report Output Details,2021-12-16 05:18:18.000,Chrome,140
185,4,110.93.80.163,Viewed Rate Check Report Output Details,2021-12-16 05:18:21.000,Chrome,141
186,4,110.93.80.163,Viewed Out of Order Service Rooms Report Output Details,2021-12-16 05:18:23.000,Chrome,142
187,4,110.93.80.163,Viewed Ogone Deposit Posting Report Output Details,2021-12-16 05:18:26.000,Chrome,143
188,4,110.93.80.163,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-16 05:18:28.000,Chrome,144
189,4,110.93.80.163,Viewed PM PX Accounts Report Output Details,2021-12-16 05:21:14.000,Chrome,140
190,4,110.93.80.163,Viewed Adjustment and Correction Report Output Details,2021-12-16 05:21:15.000,Chrome,139
191,4,110.93.80.163,Viewed CC Surcharge Report Output Details,2021-12-16 05:21:16.000,Chrome,138
193,4,110.93.80.163,Viewed No Shows Report Output Details,2021-12-16 05:37:26.000,Chrome,153
194,4,110.93.80.163,Viewed Room Reconciliation After Roll Report Output Details,2021-12-16 05:37:29.000,Chrome,154
195,4,110.93.80.163,Viewed FO Paid Out Report Output Details,2021-12-16 05:37:32.000,Chrome,155
196,4,110.93.80.163,Viewed Credit Limit Report Output Details,2021-12-16 05:37:34.000,Chrome,156
211,3,180.191.65.36,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-16 15:05:49.000,Chrome,128
212,19,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-16 18:03:49.000,Chrome,117
213,21,59.100.129.30,Viewed CC Surcharge Report Output Details,2021-12-17 01:26:51.000,Chrome,169
215,21,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-17 01:35:25.000,Chrome,171
217,21,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2021-12-17 01:38:22.000,Chrome,173
104,21,59.100.129.30,Viewed CC Surcharge Report Output Details,2021-12-15 01:14:48.000,Chrome,110
105,21,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-15 01:15:22.000,Chrome,112
107,21,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-15 01:23:55.000,Chrome,117
109,21,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2021-12-15 01:24:39.000,Chrome,114
111,21,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-15 01:49:28.000,Chrome,112
113,5,59.100.129.30,Viewed CC Surcharge Report Output Details,2021-12-15 02:33:58.000,Chrome,127
116,5,59.100.129.30,Viewed No Shows Report Output Details,2021-12-15 04:20:09.000,Chrome,129
119,21,59.100.129.30,Viewed FO Paid Out Report Output Details,2021-12-15 04:30:39.000,Chrome,136
120,21,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-15 04:30:46.000,Chrome,137
122,21,59.100.129.30,Printed Out PM PX Accounts Output Report.,2021-12-15 04:37:55.000,Chrome,113
157,3,180.191.65.36,Viewed CC Surcharge Report Output Details,2021-12-15 23:37:34.000,Chrome,91
158,21,59.100.129.30,Viewed CC Surcharge Report Output Details,2021-12-16 01:06:46.000,Chrome,145
160,21,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-16 01:10:28.000,Chrome,147
161,5,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-16 01:12:51.000,Chrome,139
162,5,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-16 01:12:53.000,Chrome,141
163,5,59.100.129.30,Viewed PM PX Accounts Report Output Details,2021-12-16 01:12:55.000,Chrome,140
164,5,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2021-12-16 01:12:58.000,Chrome,142
166,5,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2021-12-16 01:14:23.000,Chrome,142
167,21,59.100.129.30,Viewed PM PX Accounts Report Output Details,2021-12-16 01:14:58.000,Chrome,148
168,21,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-16 01:15:11.000,Chrome,150
172,5,59.100.129.30,Viewed No Shows Report Output Details,2021-12-16 02:23:18.000,Chrome,153
173,4,110.93.80.163,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-16 02:40:06.000,Chrome,152
197,4,110.93.80.163,Viewed CC Surcharge Report Output Details,2021-12-16 06:35:18.000,Chrome,145
198,4,110.93.80.163,Viewed Adjustment and Correction Report Output Details,2021-12-16 06:35:21.000,Chrome,146
199,4,110.93.80.163,Viewed Rate Check Report Output Details,2021-12-16 06:35:24.000,Chrome,147
200,4,110.93.80.163,Viewed PM PX Accounts Report Output Details,2021-12-16 06:35:30.000,Chrome,148
201,4,110.93.80.163,Viewed Out of Order Service Rooms Report Output Details,2021-12-16 06:35:34.000,Chrome,149
202,4,110.93.80.163,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-16 06:35:38.000,Chrome,150
203,4,110.93.80.163,Viewed Ogone Deposit Posting Report Output Details,2021-12-16 06:35:40.000,Chrome,151
204,4,110.93.80.163,Viewed Rate Check Report Output Details,2021-12-16 06:37:03.000,Chrome,147
205,4,110.93.80.163,Viewed Adjustment and Correction Report Output Details,2021-12-16 06:37:03.000,Chrome,146
206,4,110.93.80.163,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-16 06:38:40.000,Chrome,157
207,4,110.93.80.163,Viewed Room Reconciliation After Roll Report Output Details,2021-12-16 06:38:41.000,Chrome,158
208,4,110.93.80.163,Viewed No Shows Report Output Details,2021-12-16 06:38:45.000,Chrome,159
209,4,110.93.80.163,Viewed FO Paid Out Report Output Details,2021-12-16 06:38:46.000,Chrome,160
210,4,110.93.80.163,Viewed Credit Limit Report Output Details,2021-12-16 06:38:47.000,Chrome,161
214,21,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-17 01:34:33.000,Chrome,170
216,21,59.100.129.30,Viewed PM PX Accounts Report Output Details,2021-12-17 01:38:14.000,Chrome,172
218,21,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-17 01:38:39.000,Chrome,175
220,5,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-17 01:39:19.000,Chrome,167
221,5,59.100.129.30,Viewed No Shows Report Output Details,2021-12-17 03:29:35.000,Chrome,177
222,4,110.93.80.163,Viewed CC Surcharge Report Output Details,2021-12-17 04:25:50.000,Chrome,162
223,4,110.93.80.163,Viewed Adjustment and Correction Report Output Details,2021-12-17 04:25:53.000,Chrome,163
145,13,112.204.162.118,Viewed CC Surcharge Report Output Details,2021-12-15 07:44:14.000,Chrome,110
146,13,112.204.162.118,Viewed Adjustment and Correction Report Output Details,2021-12-15 07:44:20.000,Chrome,117
147,13,112.204.162.118,Viewed Rate Check Report Output Details,2021-12-15 07:44:23.000,Chrome,112
148,13,112.204.162.118,Viewed PM PX Accounts Report Output Details,2021-12-15 07:44:25.000,Chrome,113
149,13,112.204.162.118,Viewed Out of Order Service Rooms Report Output Details,2021-12-15 07:44:27.000,Chrome,114
150,13,112.204.162.118,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-15 07:44:29.000,Chrome,116
151,13,112.204.162.118,Viewed Ogone Deposit Posting Report Output Details,2021-12-15 07:44:31.000,Chrome,115
152,13,112.204.162.118,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-15 07:55:05.000,Chrome,133
153,13,112.204.162.118,Viewed Room Reconciliation After Roll Report Output Details,2021-12-15 07:55:19.000,Chrome,134
154,13,112.204.162.118,Viewed No Shows Report Output Details,2021-12-15 07:55:21.000,Chrome,135
155,13,112.204.162.118,Viewed FO Paid Out Report Output Details,2021-12-15 07:55:22.000,Chrome,136
156,13,112.204.162.118,Viewed Credit Limit Report Output Details,2021-12-15 07:55:23.000,Chrome,137
232,4,110.93.80.163,Viewed Room Reconciliation After Roll Report Output Details,2021-12-17 04:29:07.000,Chrome,178
233,4,110.93.80.163,Viewed FO Paid Out Report Output Details,2021-12-17 04:29:10.000,Chrome,179
234,4,110.93.80.163,Viewed Credit Limit Report Output Details,2021-12-17 04:29:13.000,Chrome,180
239,21,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-17 04:30:31.000,Chrome,185
242,21,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-17 05:44:10.000,Chrome,175
256,9,59.100.129.30,Viewed FO Paid Out Report Output Details,2021-12-17 13:33:07.000,Chrome,136
257,9,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-17 13:33:30.000,Chrome,117
258,9,59.100.129.30,Viewed No Shows Report Output Details,2021-12-17 13:34:40.000,Chrome,135
264,9,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-17 13:43:45.000,Chrome,161
265,9,59.100.129.30,Viewed FO Paid Out Report Output Details,2021-12-17 13:44:16.000,Chrome,160
266,9,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2021-12-17 13:44:46.000,Chrome,146
267,9,59.100.129.30,Viewed No Shows Report Output Details,2021-12-17 13:45:07.000,Chrome,159
268,9,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2021-12-17 14:20:47.000,Chrome,149
269,9,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-17 14:33:06.000,Chrome,147
270,9,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-17 14:34:30.000,Chrome,151
271,9,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-17 14:34:44.000,Chrome,150
272,9,59.100.129.30,Viewed CC Surcharge Report Output Details,2021-12-17 14:35:29.000,Chrome,145
276,9,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-17 15:12:25.000,Chrome,175
277,9,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-17 15:12:49.000,Chrome,174
278,24,59.100.129.30,Viewed CC Surcharge Report Output Details,2021-12-17 23:27:44.000,Chrome,110
279,24,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-17 23:28:51.000,Chrome,137
280,24,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-17 23:30:04.000,Chrome,116
281,24,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-17 23:37:35.000,Chrome,181
292,21,59.100.129.30,Viewed No Shows Report Output Details,2021-12-18 04:22:05.000,Chrome,208
295,21,59.100.129.30,Exported PM PX Accounts PDF Output Report.,2021-12-18 04:22:52.000,Chrome,196
296,21,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-18 04:30:47.000,Chrome,206
316,13,112.204.162.118,Viewed Ogone Deposit Posting Report Output Details,2021-12-18 06:26:44.000,Chrome,199
324,13,112.204.162.118,Viewed Adjustment and Correction Report Output Details,2021-12-18 06:47:54.000,Chrome,187
325,13,112.204.162.118,Viewed Adjustment and Correction Report Output Details,2021-12-18 06:56:08.000,Chrome,187
192,4,110.93.80.163,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-16 05:24:42.000,Chrome,152
284,21,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-18 01:52:36.000,Chrome,195
287,21,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-18 02:06:14.000,Chrome,200
291,21,59.100.129.30,Viewed No Shows Report Output Details,2021-12-18 04:13:13.000,Chrome,208
293,21,59.100.129.30,Viewed PM PX Accounts Report Output Details,2021-12-18 04:22:27.000,Chrome,196
307,13,112.204.162.118,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-18 06:02:05.000,Chrome,181
308,13,112.204.162.118,Viewed Room Reconciliation After Roll Report Output Details,2021-12-18 06:02:06.000,Chrome,182
309,13,112.204.162.118,Viewed No Shows Report Output Details,2021-12-18 06:02:08.000,Chrome,183
